input,target 
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/5P2/7N/PPPPP1PP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQq - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'1rbqkb1r/pppppppp/2n2n2/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQk - 1 4',-50
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'r1bqkbr1/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQq - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
b'1rbqkb1r/pppppppp/2n2n2/8/2P5/7N/PP1PPPPP/RNBQKB1R w KQk - 1 4',-100
